,stationID,stationName,stationNameEN,stationAttribute,dataYearMonth,temperature_mean,temperature_maximum,temperature_maximumDate,temperature_minimum,temperature_minimumDate,precipitation_accumulation,precipitation_GE01Days,windSpeed_maximum,windSpeed_maximumDate,windDirection_maximum,gustSpeed_maximum,gustSpeed_maximumDate,gustDirection_maximum,relativeHumidity_mean,relativeHumidity_minimum,relativeHumidity_minimumDate,stationPressure_mean,sunshineDuration_total
911,466900,淡水,TAMSUI,局屬有人氣象站,2014-09,28.9,36.2,2014-09-20,22.0,2014-09-29,70.5,4,8.6,2014-09-15,140.0,22.0,2014-09-21,150.0,73,42,2014-09-30,1006.6,247.8
912,466910,鞍部,ANBU,局屬有人氣象站,2014-09,22.9,29.7,2014-09-17,18.4,2014-09-29,359.0,13,12.1,2014-09-21,110.0,30.5,2014-09-21,100.0,84,45,2014-09-30,918.6,144.5
913,466920,臺北,TAIPEI,局屬有人氣象站,2014-09,29.7,37.8,2014-09-16,23.7,2014-09-29,198.9,7,9.8,2014-09-15,100.0,20.2,2014-09-15,90.0,71,43,2014-09-05,1007.8,201.9
914,466930,竹子湖,ZHUZIHU,局屬有人氣象站,2014-09,24.7,31.0,2014-09-16,19.8,2014-09-29,232.0,11,6.5,2014-09-14,20.0,16.8,2014-09-22,300.0,80,52,2014-09-30,942.0,198.3
915,466940,基隆,KEELUNG,局屬有人氣象站,2014-09,28.7,36.8,2014-09-16,22.9,2014-09-29,141.4,14,10.9,2014-09-21,150.0,21.7,2014-09-21,140.0,74,47,2014-09-21,1005.8,216.6
916,466950,彭佳嶼,PENGJIAYU,局屬有人氣象站,2014-09,27.5,32.5,2014-09-13,22.7,2014-09-29,72.2,8,30.8,2014-09-21,110.0,44.9,2014-09-21,120.0,85,66,2014-09-03,998.1,258.3
917,466990,花蓮,HUALIEN,局屬有人氣象站,2014-09,28.5,34.3,2014-09-14,23.5,2014-09-30,177.5,8,11.4,2014-09-21,350.0,19.5,2014-09-21,340.0,78,48,2014-09-29,1007.2,248.1
918,467050,新屋,XINWU,局屬有人氣象站,2014-09,28.9,37.9,2014-09-15,22.4,2014-09-29,29.5,2,13.7,2014-09-20,30.0,20.8,2014-09-20,30.0,78,46,2014-09-29,1006.0,273.9
919,467060,蘇澳,SU-AO,局屬有人氣象站,2014-09,28.3,33.5,2014-09-16,22.4,2014-09-29,349.2,11,15.1,2014-09-21,280.0,27.8,2014-09-21,280.0,78,45,2014-09-21,1006.4,228.3
920,467080,宜蘭,YILAN,局屬有人氣象站,2014-09,28.0,34.9,2014-09-16,21.5,2014-09-29,348.6,10,10.6,2014-09-21,40.0,18.1,2014-09-15,160.0,79,47,2014-09-21,1008.7,210.8
921,467110,金門,KINMEN,局屬有人氣象站,2014-09,28.7,36.5,2014-09-19,23.0,2014-09-22,1.6,2,7.1,2014-09-15,60.0,15.8,2014-09-15,70.0,75,47,2014-09-19,1006.2,239.6
922,467300,東吉島,DONGJIDAO,局屬有人氣象站,2014-09,28.3,33.7,2014-09-08,24.5,2014-09-22,43.7,5,20.1,2014-09-21,350.0,26.1,2014-09-21,350.0,80,65,2014-09-10,1003.9,281.6
923,467350,澎湖,PENGHU,局屬有人氣象站,2014-09,29.1,34.2,2014-09-06,24.8,2014-09-22,17.8,5,11.1,2014-09-21,10.0,22.5,2014-09-21,360.0,78,57,2014-09-09,1007.8,266.0
924,467410,臺南,TAINAN,局屬有人氣象站,2014-09,29.5,34.5,2014-09-15,24.3,2014-09-22,88.0,10,11.0,2014-09-21,360.0,20.1,2014-09-21,360.0,77,55,2014-09-26,1005.8,209.3
925,467440,高雄,KAOHSIUNG,局屬有人氣象站,2014-09,29.5,37.6,2014-09-15,24.6,2014-09-21,172.0,10,10.6,2014-09-21,340.0,19.7,2014-09-21,330.0,78,45,2014-09-15,1008.0,222.0
926,467480,嘉義,CHIAYI,局屬有人氣象站,2014-09,28.8,35.5,2014-09-15,24.1,2014-09-24,105.8,7,6.9,2014-09-23,250.0,10.5,2014-09-21,10.0,79,53,2014-09-01,1005.2,211.8
927,467490,臺中,TAICHUNG,局屬有人氣象站,2014-09,29.2,36.5,2014-09-15,23.7,2014-09-22,47.0,8,4.9,2014-09-21,350.0,10.3,2014-09-22,250.0,74,47,2014-09-15,998.8,183.6
928,467530,阿里山,ALISHAN,局屬有人氣象站,2014-09,15.1,25.2,2014-09-01,8.7,2014-09-30,272.9,19,7.4,2014-09-21,350.0,14.1,2014-09-22,270.0,89,31,2014-09-18,764.8,121.0
929,467540,大武,DAWU,局屬有人氣象站,2014-09,28.6,34.6,2014-09-22,23.4,2014-09-21,406.7,11,13.6,2014-09-21,120.0,23.2,2014-09-21,110.0,78,54,2014-09-22,1007.9,223.2
930,467550,玉山,YUSHAN,局屬有人氣象站,2014-09,8.6,20.5,2014-09-18,2.9,2014-09-30,157.5,16,29.0,2014-09-15,130.0,41.0,2014-09-15,110.0,75,33,2014-09-27,643.0,158.6
931,467571,新竹,HSINCHU,局屬有人氣象站,2014-09,29.6,38.8,2014-09-19,23.2,2014-09-28,55.0,4,6.9,2014-09-14,50.0,16.9,2014-09-14,80.0,72,40,2014-09-19,1005.2,241.8
932,467590,恆春,HENGCHUN,局屬有人氣象站,2014-09,28.9,34.5,2014-09-06,24.2,2014-09-21,427.5,10,12.9,2014-09-21,280.0,28.3,2014-09-21,140.0,74,47,2014-09-04,1006.4,230.9
933,467610,成功,CHENGGONG,局屬有人氣象站,2014-09,28.0,34.0,2014-09-06,22.9,2014-09-29,281.8,11,11.7,2014-09-21,130.0,25.1,2014-09-22,210.0,78,56,2014-09-19,1004.4,227.4
934,467620,蘭嶼,LANYU,局屬有人氣象站,2014-09,25.9,30.9,2014-09-07,22.4,2014-09-19,175.7,11,37.4,2014-09-21,200.0,58.9,2014-09-21,200.0,86,67,2014-09-24,972.8,184.8
935,467650,日月潭,SUN MOON LAKE,局屬有人氣象站,2014-09,23.6,33.0,2014-09-15,19.0,2014-09-14,127.0,12,6.0,2014-09-15,70.0,13.2,2014-09-15,60.0,86,40,2014-09-15,899.7,142.0
936,467660,臺東,TAITUNG,局屬有人氣象站,2014-09,29.2,33.8,2014-09-13,24.0,2014-09-21,261.5,10,7.6,2014-09-21,120.0,22.5,2014-09-21,360.0,75,51,2014-09-30,1007.8,264.6
937,467770,梧棲,WUQI,局屬有人氣象站,2014-09,29.1,34.9,2014-09-15,24.0,2014-09-22,24.5,4,12.2,2014-09-21,350.0,18.6,2014-09-20,360.0,78,52,2014-09-15,1005.5,249.6
938,467990,馬祖,MATSU,局屬有人氣象站,2014-09,27.5,33.9,2014-09-13,22.4,2014-09-21,32.5,8,11.9,2014-09-21,20.0,27.0,2014-09-21,10.0,80,55,2014-09-23,999.3,197.9
939,466880,板橋,BANQIAO,局屬有人氣象站,2014-10,24.5,33.5,2014-10-21,18.3,2014-10-16,42.8,9,6.9,2014-10-16,70.0,15.4,2014-10-27,60.0,68,41,2014-10-21,1013.9,106.4
940,466900,淡水,TAMSUI,局屬有人氣象站,2014-10,23.8,31.3,2014-10-30,15.1,2014-10-16,49.5,7,5.8,2014-10-22,360.0,14.0,2014-10-22,10.0,72,44,2014-10-16,1013.2,162.4
941,466910,鞍部,ANBU,局屬有人氣象站,2014-10,18.0,27.2,2014-10-20,12.8,2014-10-15,226.0,17,12.4,2014-10-11,260.0,24.3,2014-10-11,250.0,85,44,2014-10-21,923.0,79.1
942,466920,臺北,TAIPEI,局屬有人氣象站,2014-10,24.7,33.7,2014-10-21,17.5,2014-10-16,25.5,6,7.3,2014-10-27,80.0,14.7,2014-10-27,80.0,71,51,2014-10-16,1013.9,125.3
943,466930,竹子湖,ZHUZIHU,局屬有人氣象站,2014-10,19.5,28.7,2014-10-20,13.3,2014-10-14,255.5,13,7.4,2014-10-27,20.0,17.3,2014-10-10,290.0,80,53,2014-10-21,946.8,135.4
944,466940,基隆,KEELUNG,局屬有人氣象站,2014-10,24.3,31.6,2014-10-20,17.2,2014-10-16,27.5,17,10.4,2014-10-10,10.0,17.1,2014-10-10,10.0,70,48,2014-10-16,1012.3,98.8
945,466950,彭佳嶼,PENGJIAYU,局屬有人氣象站,2014-10,23.8,28.9,2014-10-26,19.6,2014-10-16,3.6,4,17.7,2014-10-12,340.0,23.5,2014-10-12,340.0,72,48,2014-10-16,1004.0,208.6
946,466990,花蓮,HUALIEN,局屬有人氣象站,2014-10,25.1,32.6,2014-10-11,17.8,2014-10-16,33.0,4,11.3,2014-10-10,40.0,21.0,2014-10-10,10.0,71,40,2014-10-07,1012.5,156.7
947,467050,新屋,XINWU,局屬有人氣象站,2014-10,24.1,31.1,2014-10-29,18.2,2014-10-16,18.9,6,14.3,2014-10-27,40.0,21.1,2014-10-06,40.0,73,47,2014-10-07,1012.4,206.0
948,467060,蘇澳,SU-AO,局屬有人氣象站,2014-10,24.1,29.8,2014-10-21,17.0,2014-10-16,151.6,14,8.1,2014-10-22,80.0,19.8,2014-10-22,90.0,74,45,2014-10-12,1012.5,109.0
949,467080,宜蘭,YILAN,局屬有人氣象站,2014-10,23.6,31.0,2014-10-21,16.5,2014-10-16,54.2,14,9.9,2014-10-12,310.0,17.1,2014-10-12,300.0,77,41,2014-10-12,1014.9,107.0
950,467110,金門,KINMEN,局屬有人氣象站,2014-10,24.4,33.1,2014-10-10,18.9,2014-10-16,0.4,1,7.6,2014-10-27,60.0,17.3,2014-10-27,70.0,63,31,2014-10-12,1012.7,211.9
951,467300,東吉島,DONGJIDAO,局屬有人氣象站,2014-10,25.2,30.8,2014-10-01,22.3,2014-10-17,0.0,0,18.4,2014-10-11,20.0,25.5,2014-10-11,20.0,71,51,2014-10-21,1008.5,282.6
952,467350,澎湖,PENGHU,局屬有人氣象站,2014-10,25.6,30.6,2014-10-02,22.0,2014-10-15,T,0,10.9,2014-10-06,30.0,21.9,2014-10-07,30.0,70,45,2014-10-16,1012.9,251.0
953,467410,臺南,TAINAN,局屬有人氣象站,2014-10,26.4,32.9,2014-10-10,20.3,2014-10-15,1.5,1,8.0,2014-10-11,30.0,14.8,2014-10-11,20.0,69,42,2014-10-16,1010.4,277.0
954,467440,高雄,KAOHSIUNG,局屬有人氣象站,2014-10,27.2,33.0,2014-10-11,22.5,2014-10-16,0.0,0,6.6,2014-10-12,340.0,10.8,2014-10-12,320.0,70,50,2014-10-18,1012.6,268.6
955,467480,嘉義,CHIAYI,局屬有人氣象站,2014-10,24.8,33.1,2014-10-21,17.5,2014-10-15,0.0,0,8.0,2014-10-11,20.0,15.8,2014-10-11,10.0,74,45,2014-10-17,1009.9,254.5
956,467490,臺中,TAICHUNG,局屬有人氣象站,2014-10,25.6,33.7,2014-10-21,18.8,2014-10-15,0.0,0,7.2,2014-10-11,360.0,16.5,2014-10-11,20.0,65,41,2014-10-21,1003.6,256.1
957,467530,阿里山,ALISHAN,局屬有人氣象站,2014-10,12.2,20.7,2014-10-31,2.6,2014-10-14,2.2,2,3.7,2014-10-16,170.0,7.5,2014-10-12,90.0,81,29,2014-10-15,765.9,177.9
958,467540,大武,DAWU,局屬有人氣象站,2014-10,26.3,31.8,2014-10-21,19.2,2014-10-17,12.1,5,7.8,2014-10-06,40.0,17.6,2014-10-06,30.0,69,43,2014-10-08,1013.0,194.6
959,467550,玉山,YUSHAN,局屬有人氣象站,2014-10,7.8,20.6,2014-10-05,0.4,2014-10-11,15.8,3,11.2,2014-10-18,250.0,14.7,2014-10-10,70.0,49,12,2014-10-07,643.4,282.9
960,467571,新竹,HSINCHU,局屬有人氣象站,2014-10,24.7,31.6,2014-10-21,18.7,2014-10-16,63.3,5,7.5,2014-10-08,70.0,17.6,2014-10-27,70.0,70,44,2014-10-16,1011.2,228.7
961,467590,恆春,HENGCHUN,局屬有人氣象站,2014-10,26.7,32.1,2014-10-02,22.6,2014-10-16,47.0,5,10.7,2014-10-28,30.0,22.5,2014-10-22,40.0,63,42,2014-10-17,1010.9,258.6
962,467610,成功,CHENGGONG,局屬有人氣象站,2014-10,25.3,31.5,2014-10-11,18.3,2014-10-17,42.8,13,10.9,2014-10-10,30.0,19.4,2014-10-06,30.0,70,43,2014-10-07,1009.5,168.4
963,467620,蘭嶼,LANYU,局屬有人氣象站,2014-10,23.6,29.3,2014-10-12,20.3,2014-10-15,101.9,15,28.6,2014-10-10,10.0,40.8,2014-10-09,10.0,78,57,2014-10-06,976.3,150.6
964,467650,日月潭,SUN MOON LAKE,局屬有人氣象站,2014-10,20.9,30.0,2014-10-20,15.5,2014-10-15,T,0,2.5,2014-10-01,180.0,3.6,2014-10-06,110.0,80,44,2014-10-20,902.7,188.2
965,467660,臺東,TAITUNG,局屬有人氣象站,2014-10,26.2,31.8,2014-10-10,19.8,2014-10-16,16.2,6,6.6,2014-10-06,40.0,16.6,2014-10-06,30.0,69,42,2014-10-16,1013.1,213.7
966,467770,梧棲,WUQI,局屬有人氣象站,2014-10,24.4,29.9,2014-10-03,17.1,2014-10-16,T,0,16.5,2014-10-11,360.0,26.9,2014-10-10,10.0,73,46,2014-10-21,1010.6,266.5
967,467990,馬祖,MATSU,局屬有人氣象站,2014-10,22.9,30.9,2014-10-12,19.1,2014-10-15,4.0,3,9.2,2014-10-27,80.0,17.7,2014-10-27,80.0,69,36,2014-10-12,1006.4,198.4
968,466880,板橋,BANQIAO,局屬有人氣象站,2014-11,22.0,31.3,2014-11-01,16.7,2014-11-18,123.0,9,6.1,2014-11-20,70.0,11.2,2014-11-22,60.0,72,47,2014-11-24,1016.2,76.0
969,466900,淡水,TAMSUI,局屬有人氣象站,2014-11,21.4,31.3,2014-11-01,14.5,2014-11-05,71.0,8,6.7,2014-11-17,10.0,16.4,2014-11-17,10.0,77,48,2014-11-07,1015.5,106.2
970,466910,鞍部,ANBU,局屬有人氣象站,2014-11,16.0,25.5,2014-11-29,10.6,2014-11-13,441.0,19,10.8,2014-11-17,350.0,24.2,2014-11-17,340.0,88,43,2014-11-06,924.7,33.3
971,466920,臺北,TAIPEI,局屬有人氣象站,2014-11,22.3,31.6,2014-11-29,16.8,2014-11-18,46.0,8,6.6,2014-11-10,80.0,12.9,2014-11-26,70.0,75,53,2014-11-24,1014.3,99.3
972,466930,竹子湖,ZHUZIHU,局屬有人氣象站,2014-11,17.5,26.5,2014-11-29,12.2,2014-11-18,362.0,19,8.4,2014-11-14,20.0,16.8,2014-11-14,20.0,83,60,2014-11-06,948.5,100.7
973,466940,基隆,KEELUNG,局屬有人氣象站,2014-11,21.8,29.9,2014-11-29,16.7,2014-11-05,183.0,16,12.6,2014-11-02,10.0,20.8,2014-11-02,20.0,76,51,2014-11-24,1014.6,78.6
974,466950,彭佳嶼,PENGJIAYU,局屬有人氣象站,2014-11,21.3,27.2,2014-11-01,16.4,2014-11-17,77.6,11,15.5,2014-11-15,120.0,23.4,2014-11-17,50.0,76,51,2014-11-03,1006.5,102.2
975,466990,花蓮,HUALIEN,局屬有人氣象站,2014-11,22.6,28.8,2014-11-01,17.4,2014-11-20,66.5,9,10.6,2014-11-02,30.0,19.0,2014-11-02,30.0,77,54,2014-11-08,1015.2,128.0
976,467050,新屋,XINWU,局屬有人氣象站,2014-11,21.4,28.2,2014-11-01,15.6,2014-11-17,23.5,10,13.9,2014-11-17,40.0,23.5,2014-11-17,40.0,79,51,2014-11-07,1014.8,113.0
977,467060,蘇澳,SU-AO,局屬有人氣象站,2014-11,21.4,28.5,2014-11-01,16.6,2014-11-19,394.7,19,9.4,2014-11-17,10.0,20.0,2014-11-17,360.0,81,55,2014-11-05,1015.0,103.4
978,467080,宜蘭,YILAN,局屬有人氣象站,2014-11,21.1,30.3,2014-11-01,16.5,2014-11-14,201.8,18,7.3,2014-11-26,70.0,11.0,2014-11-26,80.0,84,53,2014-11-05,1017.3,92.8
979,467110,金門,KINMEN,局屬有人氣象站,2014-11,21.0,31.0,2014-11-01,15.3,2014-11-20,6.7,5,7.1,2014-11-17,60.0,16.9,2014-11-03,70.0,67,36,2014-11-18,1015.5,131.8
980,467300,東吉島,DONGJIDAO,局屬有人氣象站,2014-11,23.4,28.2,2014-11-23,20.3,2014-11-18,11.6,2,21.3,2014-11-17,20.0,28.3,2014-11-17,20.0,74,57,2014-11-06,1010.9,186.2
981,467350,澎湖,PENGHU,局屬有人氣象站,2014-11,23.4,29.3,2014-11-30,20.2,2014-11-18,0.2,1,11.9,2014-11-18,40.0,23.1,2014-11-17,30.0,75,54,2014-11-07,1015.3,148.7
982,467410,臺南,TAINAN,局屬有人氣象站,2014-11,23.9,31.5,2014-11-02,18.1,2014-11-20,0.2,1,7.7,2014-11-02,20.0,14.8,2014-11-02,10.0,73,48,2014-11-26,1012.9,209.7
983,467440,高雄,KAOHSIUNG,局屬有人氣象站,2014-11,25.2,32.2,2014-11-02,20.1,2014-11-20,1.5,1,5.3,2014-11-14,310.0,8.9,2014-11-08,320.0,72,37,2014-11-06,1015.1,208.0
984,467480,嘉義,CHIAYI,局屬有人氣象站,2014-11,22.6,31.2,2014-11-30,15.2,2014-11-20,2.9,3,6.1,2014-11-16,20.0,10.6,2014-11-02,360.0,77,41,2014-11-06,1012.3,174.5
985,467490,臺中,TAICHUNG,局屬有人氣象站,2014-11,23.1,30.9,2014-11-30,16.7,2014-11-20,0.8,1,5.7,2014-11-02,360.0,12.6,2014-11-02,350.0,72,39,2014-11-22,1006.0,172.3
986,467530,阿里山,ALISHAN,局屬有人氣象站,2014-11,10.7,21.3,2014-11-01,4.4,2014-11-20,38.7,7,4.0,2014-11-26,150.0,8.7,2014-11-06,80.0,79,36,2014-11-30,766.6,144.0
987,467540,大武,DAWU,局屬有人氣象站,2014-11,24.4,30.4,2014-11-30,18.8,2014-11-20,50.7,9,8.0,2014-11-14,30.0,16.1,2014-11-18,20.0,70,51,2014-11-23,1015.5,143.3
988,467550,玉山,YUSHAN,局屬有人氣象站,2014-11,3.8,18.8,2014-11-01,-3.1,2014-11-20,31.6,7,16.3,2014-11-15,120.0,19.9,2014-11-25,290.0,70,14,2014-11-07,643.0,207.8
989,467571,新竹,HSINCHU,局屬有人氣象站,2014-11,22.0,30.7,2014-11-01,16.6,2014-11-21,15.6,7,6.8,2014-11-13,20.0,20.4,2014-11-03,30.0,76,48,2014-11-22,1013.5,125.1
990,467590,恆春,HENGCHUN,局屬有人氣象站,2014-11,25.5,31.2,2014-11-01,21.3,2014-11-25,6.0,2,12.5,2014-11-13,50.0,23.9,2014-11-13,50.0,68,45,2014-11-25,1013.2,194.6
991,467610,成功,CHENGGONG,局屬有人氣象站,2014-11,23.3,29.5,2014-11-02,18.2,2014-11-20,62.7,12,10.1,2014-11-17,20.0,19.3,2014-11-18,30.0,73,48,2014-11-08,1012.1,108.1
992,467620,蘭嶼,LANYU,局屬有人氣象站,2014-11,21.9,27.1,2014-11-30,18.8,2014-11-14,302.4,23,26.3,2014-11-03,10.0,35.7,2014-11-03,360.0,82,60,2014-11-05,978.8,80.2
993,467650,日月潭,SUN MOON LAKE,局屬有人氣象站,2014-11,19.2,28.1,2014-11-27,14.0,2014-11-20,4.0,4,2.8,2014-11-15,140.0,4.5,2014-11-14,110.0,79,31,2014-11-22,904.2,168.2
994,467660,臺東,TAITUNG,局屬有人氣象站,2014-11,24.0,30.2,2014-11-02,19.3,2014-11-13,29.7,9,5.4,2014-11-18,50.0,14.4,2014-11-02,50.0,71,47,2014-11-24,1015.7,147.3
995,467770,梧棲,WUQI,局屬有人氣象站,2014-11,22.1,28.8,2014-11-01,17.6,2014-11-20,2.6,4,14.1,2014-11-18,360.0,25.9,2014-11-17,20.0,79,50,2014-11-07,1013.1,177.4
996,467990,馬祖,MATSU,局屬有人氣象站,2014-11,18.8,28.1,2014-11-01,14.1,2014-11-18,27.7,8,9.6,2014-11-02,60.0,19.4,2014-11-02,70.0,78,48,2014-11-03,1008.9,76.8
997,466880,板橋,BANQIAO,局屬有人氣象站,2014-12,16.2,24.9,2014-12-03,8.9,2014-12-31,141.6,15,7.3,2014-12-22,60.0,14.5,2014-12-06,80.0,69,39,2014-12-29,1021.5,49.3
998,466900,淡水,TAMSUI,局屬有人氣象站,2014-12,15.6,25.5,2014-12-03,8.5,2014-12-30,96.0,14,7.9,2014-12-04,10.0,16.2,2014-12-04,20.0,73,42,2014-12-29,1020.9,74.1
999,466910,鞍部,ANBU,局屬有人氣象站,2014-12,9.7,19.2,2014-12-03,2.5,2014-12-17,323.2,20,12.8,2014-12-04,360.0,22.9,2014-12-22,170.0,89,15,2014-12-31,927.4,39.0
1000,466920,臺北,TAIPEI,局屬有人氣象站,2014-12,16.5,24.9,2014-12-03,11.0,2014-12-17,86.8,14,7.7,2014-12-06,70.0,15.9,2014-12-06,90.0,70,40,2014-12-29,1019.5,60.5
1001,466930,竹子湖,ZHUZIHU,局屬有人氣象站,2014-12,11.3,21.0,2014-12-10,4.5,2014-12-17,237.7,17,8.7,2014-12-01,30.0,21.8,2014-12-09,10.0,82,51,2014-12-31,952.0,80.9
1002,466940,基隆,KEELUNG,局屬有人氣象站,2014-12,16.3,24.8,2014-12-03,10.4,2014-12-30,237.9,17,13.5,2014-12-08,10.0,19.7,2014-12-08,10.0,71,46,2014-12-29,1019.9,50.5
1003,466950,彭佳嶼,PENGJIAYU,局屬有人氣象站,2014-12,15.6,23.1,2014-12-10,8.8,2014-12-17,112.1,15,19.1,2014-12-04,360.0,30.3,2014-12-04,360.0,70,46,2014-12-29,1011.5,67.0
1004,466990,花蓮,HUALIEN,局屬有人氣象站,2014-12,17.6,25.6,2014-12-10,12.3,2014-12-18,50.5,13,10.8,2014-12-01,40.0,19.6,2014-12-01,40.0,74,45,2014-12-06,1020.0,44.3
1005,467050,新屋,XINWU,局屬有人氣象站,2014-12,15.9,24.0,2014-12-07,9.0,2014-12-31,65.9,10,15.1,2014-12-09,40.0,23.9,2014-12-09,50.0,73,44,2014-12-29,1019.8,96.4
1006,467060,蘇澳,SU-AO,局屬有人氣象站,2014-12,16.3,24.8,2014-12-10,10.5,2014-12-30,445.4,20,9.1,2014-12-04,20.0,22.5,2014-12-04,50.0,75,48,2014-12-29,1020.0,63.6
1007,467080,宜蘭,YILAN,局屬有人氣象站,2014-12,16.0,25.4,2014-12-03,9.7,2014-12-30,146.3,14,8.9,2014-12-20,330.0,14.5,2014-12-20,340.0,77,42,2014-12-29,1022.5,70.9
1008,467110,金門,KINMEN,局屬有人氣象站,2014-12,14.7,22.4,2014-12-01,8.7,2014-12-30,36.3,7,7.2,2014-12-08,50.0,17.3,2014-12-08,30.0,61,25,2014-12-17,1020.7,121.8
1009,467300,東吉島,DONGJIDAO,局屬有人氣象站,2014-12,18.7,24.8,2014-12-01,14.3,2014-12-17,23.2,8,19.4,2014-12-01,30.0,27.1,2014-12-01,10.0,72,51,2014-12-29,1014.7,102.3
1010,467350,澎湖,PENGHU,局屬有人氣象站,2014-12,18.3,25.0,2014-12-01,13.5,2014-12-17,20.4,9,11.4,2014-12-08,30.0,22.5,2014-12-01,40.0,71,48,2014-12-29,1019.6,108.1
1011,467410,臺南,TAINAN,局屬有人氣象站,2014-12,17.9,27.5,2014-12-01,10.8,2014-12-17,8.0,3,10.1,2014-12-16,20.0,18.6,2014-12-16,20.0,71,44,2014-12-31,1016.8,126.4
1012,467440,高雄,KAOHSIUNG,局屬有人氣象站,2014-12,20.2,28.6,2014-12-01,13.6,2014-12-22,13.5,7,6.1,2014-12-04,10.0,14.3,2014-12-04,340.0,68,44,2014-12-17,1018.9,110.2
1013,467480,嘉義,CHIAYI,局屬有人氣象站,2014-12,16.9,27.4,2014-12-01,8.4,2014-12-31,30.5,11,7.9,2014-12-04,20.0,14.0,2014-12-04,10.0,77,36,2014-12-31,1016.7,111.6
1014,467490,臺中,TAICHUNG,局屬有人氣象站,2014-12,17.1,26.9,2014-12-24,8.7,2014-12-18,30.0,11,5.8,2014-12-04,10.0,12.9,2014-12-16,20.0,71,35,2014-12-31,1010.1,116.1
1015,467530,阿里山,ALISHAN,局屬有人氣象站,2014-12,7.4,17.3,2014-12-01,-2.0,2014-12-30,172.9,14,4.7,2014-12-23,140.0,11.8,2014-12-02,340.0,79,22,2014-12-30,766.2,98.6
1016,467540,大武,DAWU,局屬有人氣象站,2014-12,20.2,26.1,2014-12-01,14.8,2014-12-31,29.1,9,8.2,2014-12-01,30.0,16.9,2014-12-08,60.0,66,47,2014-12-07,1019.6,38.9
1017,467550,玉山,YUSHAN,局屬有人氣象站,2014-12,0.9,10.1,2014-12-31,-9.6,2014-12-29,129.3,13,15.6,2014-12-13,300.0,32.6,2014-12-21,280.0,73,16,2014-12-23,641.7,154.9
1018,467571,新竹,HSINCHU,局屬有人氣象站,2014-12,16.0,25.4,2014-12-03,8.4,2014-12-30,59.4,11,7.4,2014-12-08,20.0,18.9,2014-12-01,20.0,74,40,2014-12-29,1018.3,106.8
1019,467590,恆春,HENGCHUN,局屬有人氣象站,2014-12,21.4,26.9,2014-12-15,16.3,2014-12-17,9.0,6,13.1,2014-12-08,40.0,25.9,2014-12-22,50.0,62,42,2014-12-31,1016.8,117.6
1020,467610,成功,CHENGGONG,局屬有人氣象站,2014-12,18.5,26.4,2014-12-10,13.2,2014-12-17,62.1,15,9.3,2014-12-08,30.0,16.2,2014-12-08,30.0,71,50,2014-12-18,1016.5,26.4
1021,467620,蘭嶼,LANYU,局屬有人氣象站,2014-12,17.7,22.9,2014-12-10,13.4,2014-12-17,177.7,22,22.4,2014-12-01,10.0,32.0,2014-12-01,20.0,81,54,2014-12-30,981.8,24.7
1022,467650,日月潭,SUN MOON LAKE,局屬有人氣象站,2014-12,14.2,26.3,2014-12-01,8.1,2014-12-17,53.0,11,5.8,2014-12-26,150.0,7.7,2014-12-26,160.0,84,46,2014-12-07,906.2,99.5
1023,467660,臺東,TAITUNG,局屬有人氣象站,2014-12,19.0,26.0,2014-12-08,13.4,2014-12-17,18.8,10,6.3,2014-12-04,40.0,15.8,2014-12-04,40.0,69,45,2014-12-31,1020.2,44.0
1024,467770,梧棲,WUQI,局屬有人氣象站,2014-12,16.2,24.5,2014-12-01,10.2,2014-12-17,28.0,9,15.0,2014-12-01,360.0,26.7,2014-12-01,360.0,74,48,2014-12-17,1017.6,129.4
1025,467990,馬祖,MATSU,局屬有人氣象站,2014-12,12.4,20.7,2014-12-01,7.8,2014-12-17,35.1,7,8.2,2014-12-08,50.0,19.1,2014-12-09,360.0,68,32,2014-12-29,1014.2,134.8
1026,466880,板橋,BANQIAO,局屬有人氣象站,2015-01,16.3,24.5,2015-01-24,8.5,2015-01-24,24.7,8,7.0,2015-01-19,70.0,15.1,2015-01-19,80.0,67,36,2015-01-23,1020.7,80.4
1027,466900,淡水,TAMSUI,局屬有人氣象站,2015-01,15.8,24.8,2015-01-06,8.1,2015-01-23,20.5,6,8.1,2015-01-13,140.0,18.8,2015-01-13,140.0,72,42,2015-01-24,1020.2,124.9
1028,466910,鞍部,ANBU,局屬有人氣象站,2015-01,9.8,20.1,2015-01-06,2.6,2015-01-22,136.0,13,8.9,2015-01-12,160.0,20.0,2015-01-13,180.0,87,44,2015-01-24,926.7,72.1
1029,466920,臺北,TAIPEI,局屬有人氣象站,2015-01,16.7,24.8,2015-01-24,10.3,2015-01-23,20.0,6,7.7,2015-01-19,80.0,15.0,2015-01-19,70.0,67,39,2015-01-23,1018.7,95.7
1030,466930,竹子湖,ZHUZIHU,局屬有人氣象站,2015-01,11.6,21.1,2015-01-06,5.5,2015-01-01,116.0,12,8.2,2015-01-07,20.0,16.8,2015-01-29,20.0,81,46,2015-01-24,951.4,114.7
1031,466940,基隆,KEELUNG,局屬有人氣象站,2015-01,16.1,22.9,2015-01-06,9.1,2015-01-23,132.2,12,10.4,2015-01-30,10.0,16.0,2015-01-30,360.0,72,48,2015-01-24,1019.2,51.8
